id;Vrsta;Breed;link1;link2;link3;Skupina;Opis;Temperament;MinVisCM;MaxVisCM;MinKG;MaxKG;MinAge;MaxAge;NjegaDlake;Linjanje;RazEnergije;Trening;Vladanje ;Slika
257;Tibetanski terijer;Tibetan Terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Tibetan_Terrier_Image_001.jpg/640px-Tibetan_Terrier_Image_001.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Tibetan_terrier.jpg/640px-Tibetan_terrier.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Dali%2C_the_Tibetan_Terrier%2C_wears_a_sunflower.jpg/640px-Dali%2C_the_Tibetan_Terrier%2C_wears_a_sunflower.jpg;Non-Sporting Group;"Površno podsjećajući na svog manjeg rođaka, Lhasa Apso, tibetanski terijeri spadaju u donji kraj srednje velikih pasmina, visoki su oko 38 centimetara u ramenu i teški između 9 i 11 kilograma. 
Obilježje pasmine je prekrasna i bogata dvostruka dlaka - vunasta donja, s dugom, finom gornjom dlakom. 
Tibetanski terijeri jedinstveni su među psima po svojim velikim, ravnim ""krpljama"" stopalima, prilagođavanim stoljećima kako bi im pomogle u snalaženju po snježnom, planinskom terenu svoje domovine. 
Tibetanski terijer, ""Sveti pas Tibeta"", drevni je pas čuvar i pratilac dugo povezan s budističkim samostanima. 
Bogato dlakav pas, mali do srednje veličine s ""krpljama"" stopalima, TT je privržen, osjetljiv i pametan.";Privržen, odan, osjetljiv;35,56;43,18;8,16;13,6;15;16;Četkanje 2-3 puta tjedno;Seasonal;Energetičan;Nezavisan;Rezerviran s nepoznatima;
258;Tornjak;Tornjak;https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Tornjak_and_puppy.jpg/640px-Tornjak_and_puppy.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/TornjakPL5.jpg/640px-TornjakPL5.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Tornjak.jpg/640px-Tornjak.jpg;Foundation Stock Service;"Tornjak je također poznat kao bosansko-hercegovačko-hrvatski ovčar. 
To je velik i snažan pas, skladnih proporcija i okretan. Oblik tijela mu je gotovo kvadratičan. U stojećem i kretanju snažan je, skladan i uravnotežen. 
Dlaka mu je duga i gusta. Prema istraživanjima, tornjak najvjerojatnije potječe od tibetanskog mastifa ili s područja gdje se nalazi današnji Iran. To okruženje stvorilo je zdravog i snažnog psa čuvara, sa skromnim potrebama za hranom i skloništem. 
Tornjaci su prijateljski raspoloženi prema ljudima, ali agresivni prema drugim životinjama i psima koji ugrožavaju njegovog vlasnika, dom, ovce, tor ili stado. 
Vole raditi i lako primaju naredbe od svojih vlasnika. 
Tornjak je stabilne naravi, prijateljski nastrojen, hrabar, poslušan, inteligentan i pun dostojanstva i samopouzdanja. 
Žestok u čuvanju imovine koja mu je povjerena, ne može se podmititi i sumnjičav je prema strancima. Odan je svom gospodaru, vrlo miran u njegovoj prisutnosti i vrlo privržen ljudima koji žive u njegovoj neposrednoj blizini.";Prijateljski, hrabar, inteligentan;58,42;71,12;28,12;49,9;12;14;Povremeno kupanje i četkanje;Seasonal;Miran;Lak za treniranje;Na oprezu / Responzivan;
259;Tosa;Tosa;https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Tosa_inu_LM546.jpg/640px-Tosa_inu_LM546.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Tosa_Inu_puppies_4months.JPG/640px-Tosa_Inu_puppies_4months.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Tosa_Inu.jpg/640px-Tosa_Inu.jpg;Foundation Stock Service;"Tosa je tiho privržen svojoj obitelji, ali može biti pomalo rezerviran prema strancima. Ova pasmina je također, po prirodi, oprezna prema drugim psima i može agresivno reagirati na pse koje smatra uljezima. Otvoreno agresivno ponašanje prema ljudima nije karakteristično za pasminu. 
Njihova kratka, gusta dlaka može biti žućkastosmeđa, crvena, marelicasta, crna ili tigrasta, a mogu imati i bijele oznake na prsima i šapama. 
Osim toga, Tose sporo sazrijevaju i pojedini psi možda neće dosegnuti svoj vrhunac do četvrte godine. 
Ova pasmina je najveća od svih japanskih pasmina pasa. 
Poznati su i kao Tosa Ken, Tosa Dog, Tosa Token, Tosa Inu, Japanski borbeni pas i Japanski mastif. 
Temperament Tose obilježen je strpljenjem, staloženošću, smjelošću i hrabrošću. 
Obično je miran, tih i poslušan pas, s mirnim, ali budnim ponašanjem. S dostojanstvenim ponašanjem i robusnom građom, prije su uzgajani za borbe, ali sada se koriste kao psi čuvari.";Neustrašivi, strpljivi, budni;54,61;59,69;45,35;90,72;10;12;Povremeno kupanje i četkanje;Occasional;Miran;Ugodan/Agreeable;Rezerviran s nepoznatima;
260;Toy foxterijeri;Toy Fox Terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Toy_Fox_Terrier_2.jpg/640px-Toy_Fox_Terrier_2.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Amtoy-white%26tan2.jpg/640px-Amtoy-white%26tan2.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Americantoyterrier.jpg/640px-Americantoyterrier.jpg;toy Group;"Siguran recept za zabavu: Uzmite ljupkost psa za maženje. Kombinirajte s upornošću terijera. Ulijte smjesu u lijepo uravnoteženu posudu. Zamotajte u uski satenski kaput. Na vrh dodajte velike, uspravne uši i tamne oči koje blistaju od nestrpljive inteligencije. 
Ovo je toy fox terijer, gibak, ali snažan mali komičar visok nešto manje od 30 centimetara, ali prepun dovoljno karizme za cijeli uzgajivač običnih pasa. 
Štovatelji pasmine vole reći: „Toy Fox terijeri su zaista igračka i terijer.“ 
Sitni terijer satenske dlake sa zabavnom osobnošću igračaka-psa, toy fox terijeri su počeli kao štakoraši u dvorištu, ali danas su zavodljivi suputnici s velikom osobnošću.";Prijateljski, oprezni, inteligentni;21,59;29,21;1,58;3,18;13;15;Tjedno četkanje;Occasional;Energetičan;Željan udovoljiti;Prijateljsko;
261;Transilvanski gonič;Transylvanian Hound;https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Siculus_Alma_Tisza.JPG/640px-Siculus_Alma_Tisza.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Transylvanian_Hound.jpg/640px-Transylvanian_Hound.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Stamps_of_Romania%2C_2005-091.jpg/640px-Stamps_of_Romania%2C_2005-091.jpg;Foundation Stock Service;"Transilvanski gonič je drevni mađarski lovac stvoren posebnom klimom, terenom i uvjetima lova. 
Cijeli njegov izgled odražava plemenitost i sklad. Zbog srednje veličine, tijelo mu je atletsko, vitko, mišićavo i naglašeno, a pokreti uravnoteženi i elegantni. 
Njegova osnovna priroda je mirna, uravnotežena, ali čvrsta, temperamentna i prilagodljiva. Njihova razigrana priroda čini ih idealnim obiteljskim ljubimcem. 
Zbog svoje uravnoteženosti i prijateljstva, mogu se držati i u stanu i u kući. 
Njegova hrabrost i odanost čine ga dobrim čuvarom. 
On je gonič, ali se može koristiti i za donošenje. Loveći u grupi ili sami, čut ćete daleki, visoki, zvonki ton koji označava smjer divljači. 
Radeći daleko od farme, razvili su sposobnosti rješavanja problema i kroz stoljeća postali su vrlo inteligentni. 
Transilvanski gonič je dobrodušan, hrabar i izdržljiv. U svojoj osnovi, tih je i ujednačen, ali i odlučan i živahan. Okolišni uvjeti Karpata učinili su pasminu žilavim, hrabrim psom.";Hrabar, dobrodušan, odlučan;55,88;66,04;20;25;10;14;Tjedno četkanje;Seasonal;Treba puno aktivnosti;Može biti tvrdoglav;Prijateljsko;
262;Treeing Tennessee Brindle;Treeing Tennessee Brindle;https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Tennessee_treeing_brindle_hound_dog.jpg/640px-Tennessee_treeing_brindle_hound_dog.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Sienna_TTBD.jpg/640px-Sienna_TTBD.jpg;;Foundation Stock Service;"Treeing Tennessee Brindle potječe iz Sjedinjenih Država, najznačajnijih područja u i oko Apalačkih planina i Ozark. 
Uzgojeni su od pasa Cur s naglaskom na izvrstan njuh, praćenje traga na otvorenom, s dobrim glasom i zadržavanje nevjerojatne sposobnosti lova na sve vrste divljači. 
Tigraste su boje, manji i s kraćim uhom, razlikuju se po konformaciji od Plott terijera. 
Treeing Tennessee Brindle vrlo su inteligentna, hrabra i društvena pasmina. 
Oprezni, okretni i brzi, čine ih prekrasnim lovačkim psima. 
Treeing Tennessee Brindle iznimno je snažna i zdrava pasmina. 
Inteligentni su, hrabri, odvažni i odani pratitelji s jakim urođenim instinktom za lov. 
Pasmina laje tijekom lova, što znači da dozivaju lovca.";Prijateljski, oprezni, inteligentni;40,64;60,96;13,6;22,68;10;12;Tjedno četkanje;Occasional;Redovito vježbanje;Nezavisan;Prijateljsko;
263;Treeing Walker Coonhound;Treeing Walker Coonhound;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Treeing-walker-coonhound-puppy-indie.jpg/640px-Treeing-walker-coonhound-puppy-indie.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Treeing_walker_coonhound.jpg/640px-Treeing_walker_coonhound.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/BlackjackTreeing.jpg/640px-BlackjackTreeing.jpg;Hound group;"Malo što može ubrzati puls lovca na rakune kao prizor ovog brzog, trobojnog goniča u punom koraku - duge, mišićave noge, snažne i propulzivne stražnje noge i aerodinamična građa, sve to radi na pokrivanju maksimalnog prostora uz minimalan napor. 
Kasnije, kupajući se u toplini logorske vatre nakon poštenog noćnog rada, ovaj gonič slatkog lica podići će pogled i uzburkati vašu dušu svojim blagim, molećivim izrazom lica. Kakva lijepa slika! Nije ni čudo što se Treeing Walkeri nazivaju Izborom naroda. 
Pametan, hrabar i razuman lovac, Treeing Walker Coonhound je pravi američki favorit. Ne dopustite da vas ime zavara - Walkeri su trkači i sposobni su pokriti veliki prostor u žurbi.";Pametan, hrabar, uljudan;50,8;68,58;22,67;31,75;12;13;Povremeno kupanje i četkanje;Seasonal;Redovito vježbanje;Nezavisan;Prijateljsko;
264;Vižla;Vizsla;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Hungarian_Vizsla.jpg/640px-Hungarian_Vizsla.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Vizsla_standing_Rosie_harness.jpg/640px-Vizsla_standing_Rosie_harness.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Vizsla_Dorl.JPG/640px-Vizsla_Dorl.JPG;Sporting group;"Vižlu je lako prepoznati po elegantnoj zlatno-hrđavoj dlaci. 
Mogu narasti između 54 i 61 centimetar u ramenima i slika su vitkog, laganog lovačkog pratitelja. 
Duge, svilenkaste uši uokviruju izraz lica koji je osjetljiv i pun ljubavi u kući, a intenzivan na poslu. 
Kao lovac od kojeg se očekuje bliska suradnja s ljudima, vižle stvaraju čvrstu vezu sa svojim vlasnicima i mrze biti ostavljene same. 
Sportaši mnogih talenata, vižle se ističu u raznim sportovima i aktivnostima. One su željni i graciozni kasači velike izdržljivosti, što ih čini idealnim suputnicima za trčanje ili vožnju biciklom. 
Stručnjak za pasminu kaže nam: „Ako nemate vremena potaknuti ovu pasminu da u potpunosti koristi svoj mozak, gubite dobrog psa.“ 
Vižla je svestran lovački pas crvene dlake, stvoren za duge dane na terenu. Stoljećima su ovi robusni, ali elegantni sportaši ponos mađarskih sportaša, a njihova popularnost u svijetu raste svake godine.";Privrženi, nježni, energični;53,34;60,96;19,95;27,22;12;14;Tjedno četkanje;Seasonal;Energetičan;Željan udovoljiti;Prijateljsko;
265;Vajmarski pas;Weimaraner;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Braque_de_Weimar_Poil_court_en_arret.JPG/640px-Braque_de_Weimar_Poil_court_en_arret.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Braque_de_Weimar_femelle_Poil_court.JPG/640px-Braque_de_Weimar_femelle_Poil_court.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Weimaraner_beach_trot.jpg/640px-Weimaraner_beach_trot.jpg;Sporting group;"Odmah prepoznatljivi po karakterističnoj srebrno-sivoj dlaci, mužjaci weimaranera visoki su od 65 do 67 centimetara u ramenima, a ženke od 57 do 65 centimetara. 
Pravilno uzgojeni weimaraner bit će jednobojan, s možda malom bijelom mrljom na prsima. 
Lice, s jantarnim ili plavo-sivim očima uokvirenim dugim baršunastim ušima, ljubazno je i inteligentno. 
Sveukupno, pasmina predstavlja sliku elegantne gracioznosti i ravnoteže. Dobro vođen weimaraner u formi je prizor koji oduzima dah. 
Weimaraneri su izvrsni s djecom i žude biti punopravni članovi obitelji. 
Laki za njegovati, laki za dresirati, puna ljubavi priroda i pozitivan stav čine ih izvrsnim kućnim ljubimcima, sve dok su vlasnici predani tome da ih održavaju fizički aktivnima i mentalno angažiranima. 
Weimaraner, njemački elegantni i brzi ""sivi duh"", omiljen je među lovcima i vlasnicima kućnih ljubimaca zbog svoje prijateljske atmosfere, poslušnosti i ljepote. Uživaju u vježbi, i to u izobilju, uz puno kvalitetnog vremena sa svojim vlasnicima.";Prijateljski, neustrašivi, poslušni;58,42;68,58;24,94;40,82;10;13;Tjedno četkanje;Seasonal;Treba puno aktivnosti;Željan udovoljiti;Prijateljsko;
266;Velški špringer španijel;Welsh Springer Spaniel;https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Welsh_Springer_Spaniel_Fond_Blanc.jpg/640px-Welsh_Springer_Spaniel_Fond_Blanc.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Young_Welsh_Springer_Spaniel.jpg/640px-Young_Welsh_Springer_Spaniel.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/WelshSpringer2.jpg/640px-WelshSpringer2.jpg;Sporting group;"S visinom od 43 do 49 centimetara u ramenima, velški španijeli, prema riječima obožavatelja, „praktične veličine“: veći i jači od koker španijela, ali manji od engleskih špringera. 
Velški španijeli imaju dva obilježja koja ih razlikuju od ostalih španijela: jedinstveno suženu glavu i upečatljivu dlaku smjelih crvenih i bijelih uzoraka. Prekrasna dlaka nije samo ukrasna - to je vodootporna, vremenski otporna i na trnje otporna dlaka koja Velšanima omogućuje da pokažu svoju poznatu svestranost u svim klimama i na svim terenima. 
Velški špringer španijel je snažan, srednje velik ptičji pas vesele naravi, poznat po svestranosti na terenu, druželjubivosti kod kuće i atraktivnom izgledu bilo gdje. 
Velški španijel je među najstarijim sportskim pasminama u Britaniji.";Sretan, rezerviran, optimističan;43,18;48,26;15,85;24,95;12;15;Tjedno četkanje;Seasonal;Energetičan;Lak za treniranje;Prijateljsko;
267;Velški terijer;Welsh Terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Welsh_Terrier_from_1915.JPG/640px-Welsh_Terrier_from_1915.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Welsh_Terrier_mod.jpg/640px-Welsh_Terrier_mod.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Sophie_the_Welsh_Terrier_2.jpg/640px-Sophie_the_Welsh_Terrier_2.jpg;Terrier group;"Čvrsti, kompaktni i robusni, s uskom crno-smeđom dlakom i pravokutnom glavom s preklopljenim ušima i veselom bradom, velški terijeri građeni su prema klasičnim linijama britanskih dugonogih terijera. 
Visoki su oko 38 centimetara u ramenima, malo veći od Lakeland terijera, ali mnogo manji od moćnog Airedale terijera. Međutim, sve tri pasmine dijele obiteljsku sličnost: smatra se da je drevna pasmina nazvana staroengleski crno-smeđi terijer djed ovih i nekih drugih britanskih terijera. 
Velški terijer je jednako oprezan i živahan kao i svaki terijer koji drži do sebe, ali malo mirniji od većine - „igrač, a ne svađalac“, kako kažu ljubitelji pasmine. 
Velški terijer je uzgajan za borbu s jazavcima, vidrama i drugim opasnim protivnicima.";Prijateljski, živahan, inteligentan;38;39;9;10;12;15;Četkanje 2-3 puta tjedno;Occasional;Energetičan;Ugodan/Agreeable;Otvoreno;
268;Zapadnoškotski terijer;West Highland White Terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Clio%2C_il_West_Highland_White_Terrier_di_Clarissa_Tami.jpg/640px-Clio%2C_il_West_Highland_White_Terrier_di_Clarissa_Tami.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/West_Highland_White_Terrier_rt.jpg/640px-West_Highland_White_Terrier_rt.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/West_highland_white_terrier_3_months_old.jpg/640px-West_highland_white_terrier_3_months_old.jpg;Terrier group;"S visinom od 25 do 28 centimetara u ramenu, tamnim prodornim očima, kompaktnim tijelom i repom u obliku mrkve koji maše od oduševljenja, westie izgleda neodoljivo. 
Ispod plišane vanjštine, međutim, krije se pravi radni terijer hrabrosti i odvažnosti. Uzgojeni za lov na štakore i druge podzemne glodavce, westieji su iznenađujuće jaki i izdržljivi. 
Potpuno bijela dvostruka dlaka je tvrda na dodir, a ne mekana i pahuljasta. 
Oprezni i aktivni, westieji pokazuju osobine hrabrog i samostalnog terijera za lov na štakore: ne zahtijevaju maženje, jurit će za svime što se miče, a njihova neovisnost može učiniti obuku izazovnom. 
Ali, zahvaljujući svojoj vjernosti i oštroj inteligenciji, westieji će se lijepo dresirati s vremenom i strpljenjem. 
Pametan, samouvjeren i uvijek zabavan u igri, preslatki zapadnoškotski bijeli terijer (skraćeno westie) oduševljava vlasnike više od 300 godina. 
Ovaj sitni, ali snažan zemljani pas među najpopularnijim je malim terijerima.";Odan, sretan, zabavan;25,4;27,94;6,8;9,07;13;15;Dnevno četkanje;Seasonal;Redovito vježbanje;Ugodan/Agreeable;Prijateljsko;
269;Wetterhoun;Wetterhoun;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Wetterhoun_te_wetter.JPG/640px-Wetterhoun_te_wetter.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Frisianwaterdog-b%26w2.jpg/640px-Frisianwaterdog-b%26w2.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Wetterhond.jpg/640px-Wetterhond.jpg;Foundation Stock Service;"Wetterhoun, iako je izvorno uzgajan za lov na vidre, sada je izvrstan pratitelj, čuvar i može se istaknuti u raznim sportovima zbog svoje uporne prirode. 
Wetterhoun se gotovo nikada ne vidi odvojeno od svog vlasnika; uživaju u svom društvu koliko i vlasnik u njihovom.";Odan, dobrodušan, inteligentan;45;58,42;22,67;34,02;13;13;Povremeno kupanje i četkanje;Occasional;Redovito vježbanje;Može biti tvrdoglav;Rezerviran s nepoznatima;
270;Vipet;Whippet;https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Whippet_stacked.jpg/640px-Whippet_stacked.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Whippet_teeth.jpg/640px-Whippet_teeth.jpg;https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Whippet_2018_15.jpg/640px-Whippet_2018_15.jpg;Hound group;"S visinom između 18 i 22 inča u ramenu, Whippet izgleda kao hrt, ali manji. 
Whippet pokazuje klasične ""obrnute S"" linije hrta. Duboka prsa i vitak struk; vitka glava poduprta dugim, lučnim vratom; i vitke, ali snažne noge kombiniraju se u slici okretnog, brzonogog atleta. 
Između naleta intenzivne potjere, vipeti vole se protezati i opuštati satima, uživajući u ulozi voljenog i voljenog pratitelja. 
Vipeti vole ograđeno dvorište za trčanje, ali se dobro snalaze i u ugodnim stanovima - sve dok se pravilno vježbaju. 
Još jedna prednost za stanovnike grada: Vipeti rijetko laju. 
Unatoč elegantnom izgledu pasmine, vipet je robustan pas koji ne zahtijeva puno održavanja. 
Elegantni, slatkonogi vipet, ""trkaći konj za siromašne"", munjevito je brz. 
On je ljubazan, dostojanstven i blag duh, ali dajte mu nešto za lovinu i on je spreman za posao. Ime vipet sinonim je za elegantnu gracioznost.";Privržen, razigran, smiren;45,72;55,88;11,33;18,14;12;15;Povremeno kupanje i četkanje;Occasional;Redovito vježbanje;Nezavisan;Rezerviran s nepoznatima;
271;Oštrodlaki foksterijer;Wire Fox Terrier;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Fox_Terrier_wire_in_Tallinn_2.JPG/640px-Fox_Terrier_wire_in_Tallinn_2.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Fox_Terrier_%28wire-hair%29_from_1915.JPG/640px-Fox_Terrier_%28wire-hair%29_from_1915.JPG;https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/A_Fox_Terrier.jpg/640px-A_Fox_Terrier.jpg;Terrier group;"Oštrodlaki foks terijer, težak 7 do 8 kilograma spiralne energije, snažan je, simetričan lovački pas s kratkim leđima, a u njegovim tamnim, okruglim očima sjaje vatra i inteligencija. Pretežno bijela dlaka je gruba i žilava; uši u obliku slova V uredno su presavijene prema naprijed kako bi bolje naglasile prepoznatljiv i potpuno neodoljiv izraz lica. 
Oštrodlaki terijeri su divni kućni ljubimci za obitelji koje traže vedrog, prijateljskog pratitelja s puno osobnosti. 
Kao terijeri, posjeduju tipičnu neovisnost i nagon za plijenom ovog živahnog psećeg klana. 
Pametni su i društveni; dresura može biti izazov, ali nipošto nemoguća. 
Izvrsni sportaši, prirodni komičari i šarmantni cimeri, žičani terijeri su dugovječni i rijetko se linjaju. 
Standard pasmine oštrodlaki foks terijer kaže da bi trebali biti ""na vrhovima prstiju i očekivati ​​najmanju provokaciju"". Nekada glavni oslonac tradicionalnog britanskog lova na lisice, današnji je žičani zgodan i zabavan pas za pratnju i majstor izložbe.";Samouvjeren, oprezan, društven;38;39;6,8;8,16;12;15;Tjedno četkanje;Infrequent;Redovito vježbanje;Ugodan/Agreeable;Na oprezu / Responzivan;
